Run Subrun Event
18639 119 5993 
17695 15 763 
14291 81 4052 
16692 52 2621 
18786 20 1031 
18786 94 4719 
17205 126 6350 
17475 155 7759 
15267 102 5146 
15422 81 4064 
15486 43 2176 
16352 4 235 
18244 167 8397 
17661 85 4280 
17667 90 4523 
17667 270 13534 
15931 1 85 
16288 108 5445 
16095 143 7185 
18463 167 8375 
18463 274 13741 
18208 13 678 
18208 25 1276 
17046 21 1070 
17835 2 112 
18753 41 2075 
18753 197 9897 
15783 327 16376 
15803 76 3837 
15117 137 6880 
14749 248 12412 
18752 193 9685 
14580 93 4672 
14580 93 4688 
14759 0 27 
16389 73 3684 
15927 287 14377 
14191 162 8149 
17083 83 4161 
17083 83 4165 
14740 5 275 
14740 5 288 
17407 54 2748 
18527 345 17275 
18527 677 33875 
17120 9 489 
14243 45 2289 
14243 75 3785 
16526 14 723 
18225 566 28345 
18010 141 7076 
14335 173 8686 
15529 12 635 
15554 62 3122 
15554 83 4170 
15554 123 6183 
15554 123 6196 
15497 28 1411 
16161 11 595 
17667 208 10420 
14295 145 7289 
15701 328 16437 
17339 331 16586 
15498 35 1778 
16169 169 8461 
14751 0 33 
15103 15 774 
14749 74 3730 
18779 152 7649 
17361 194 9725 
15117 41 2054 
17413 200 10026 
14559 33 1671 
18926 116 5810 
18048 197 9879 
17361 203 10200 
14191 14 706 
16052 381 19097 
16052 494 24728 
18951 361 18062 
18951 361 18091 
16761 140 7041 
17134 7 374 
15511 205 10297 
14293 241 12097 
17683 231 11595 
17250 92 4639 
16852 149 7452 
15683 14 745 
18933 71 3555 
14897 35 1791 
15867 62 3145 
14888 234 11726 
16197 37 1882 
16446 28 1439 
16472 107 5356 
14880 120 6018 
14256 27 1386 
18903 241 12092 
15267 186 9302 
14431 71 3569 
14609 7 372 
14609 149 7497 
14450 98 4912 
14392 112 5605 
14450 153 7670 
17495 260 13032 
14279 16 842 
17287 9 468 
17382 10 519 
17840 247 12389 
15901 361 18082 
15901 365 18278 
18228 186 9329 
18265 211 10584 
15960 173 8685 
15757 1 95 
15520 131 6597 
18792 30 1503 
18010 162 8113 
18010 162 8117 
17185 93 4658 
17620 167 8381 
14229 75 3771 
18923 19 970 
15301 123 6167 
17869 58 2941 
17199 144 7220 
18795 58 2945 
18795 119 5989 
16960 194 9735 
14423 62 3138 
15890 36 1802 
14947 29 1487 
17459 14 706 
14450 39 1975 
15862 32 1619 
15917 468 23406 
15834 198 9915 
15355 76 3816 
17240 185 9289 
17990 282 14110 
15948 16 833 
16013 174 8746 
14959 58 2917 
18233 16 824 
14986 240 12024 
14222 59 2979 
14428 77 3879 
15353 82 4103 
16919 302 15121 
15677 256 12806 
17633 40 2012 
14534 16 813 
14806 248 12411 
14806 248 12439 
15875 269 13464 
17760 10 505 
17760 13 700 
17065 109 5485 
18753 174 8714 
15054 167 8373 
